LAMMPS Description

1162  atoms
1162 ellipsoids
60  bonds
58  angles


4  atom types
3  bond types
4  angle types


0 120 xlo xhi
0 120 ylo yhi
0 0.5 zlo zhi

Masses

1 1.0  # D
2 1.0  # A
3 1.0  # B
4 1.0  # C

Atoms

1  1 72.965328 45.683274 -0.011334                       1            1     1
2  1 72.265488 46.397573 -0.010832                       1            1     1
3  1 71.565648 47.111873 -0.010330                       1            1     1
4  1 70.865808 47.826172 -0.009829                       1            1     1
5  1 70.165967 48.540471 -0.009327                       1            1     1
6  1 69.466127 49.254770 -0.008825                       1            1     1
7  1 68.766287 49.969070 -0.008323                       1            1     1
8  1 68.066447 50.683369 -0.007822                       1            1     1
9  1 67.366607 51.397668 -0.007320                       1            1     1
10  1 66.666766 52.111968 -0.006818                      1            1     1
11  1 65.966926 52.826267 -0.006316                      1            1     1
12  1 65.267086 53.540566 -0.005815                      1            1     1
13  1 64.567246 54.254865 -0.005313                      1            1     1
14  1 63.867406 54.969165 -0.004811                      1            1     1
15  1 63.167565 55.683464 -0.004309                      1            1     1
16  1 62.467725 56.397763 -0.003808                      1            1     1
17  1 61.767885 57.112062 -0.003306                      1            1     1
18  1 61.068045 57.826362 -0.002804                      1            1     1
19  1 60.368205 58.540661 -0.002302                      1            1     1
20  1 59.668364 59.254960 -0.001801                      1            1     1
21  1 58.968524 59.969260 -0.001299                      1            1     1
22  2 58.268684 60.683559 -0.000797                      2            1     1
23  2 57.568844 61.397858 -0.000295                      2            1     1
24  2 56.869004 62.112157 0.000206                       2            1     1
25  2 56.169164 62.826457 0.000708                       2            1     1
26  2 55.469323 63.540756 0.001210                       2            1     1
27  2 54.769483 64.255055 0.001712                       2            1     1
28  2 54.069643 64.969355 0.002213                       2            1     1
29  2 53.369803 65.683654 0.002715                       2            1     1
30  2 52.669963 66.397953 0.003217                       2            1     1
31  2 51.970122 67.112252 0.003719                       2            1     1
32  2 51.270282 67.826552 0.004220                       2            1     1
33  2 50.570442 68.540851 0.004722                       2            1     1
34  2 49.870602 69.255150 0.005224                       2            1     1
35  2 49.170762 69.969449 0.005726                       2            1     1
36  2 48.470921 70.683749 0.006227                       2            1     1
37  2 47.771081 71.398048 0.006729                       2            1     1
38  2 47.071241 72.112347 0.007231                       2            1     1
39  2 46.371401 72.826647 0.007733                       2            1     1
40  2 45.671561 73.540946 0.008234                       2            1     1
41  2 44.971720 74.255245 0.008736                       2            1     1
42  3 59.682824 60.669100 -0.001148                      3            1     1
43  3 60.397123 61.368940 -0.000997                      3            1     1
44  3 61.111423 62.068780 -0.000845                      3            1     1
45  3 61.825722 62.768620 -0.000694                      3            1     1
