LAMMPS Description

1142  atoms
1142  ellipsoids
40  bonds
39  angles


3  atom types
2  bond types
2  angle types


0 120 xlo xhi
0 120 ylo yhi
0 0.25 zlo zhi

Masses

1 1.0  # A
2 1.0  # B
3 1.0  # C

Atoms

71  3 20.088113 98.950356 0.170644                          3          1   1
72  3 6.957448 55.082713 0.035421                           3          1   1
73  3 63.070429 101.655489 0.064131                         3          1   1
74  3 72.704830 92.877201 0.089952                          3          1   1
75  3 15.221842 102.000733 0.087546                         3          1   1
76  3 72.663461 105.052245 0.043804                         3          1   1
77  3 11.326350 73.454708 0.078431                          3          1   1
78  3 66.069063 79.645796 0.258256                          3          1   1
79  3 100.265027 116.800995 0.229396                        3          1   1
80  3 69.590189 58.397080 0.076904                         3          1   1
81  3 106.471856 55.016563 0.189066                        3          1   1
82  3 16.916673 22.489106 0.217337                         3          1   1
83  3 101.782249 54.791691 0.239865                        3          1   1
84  3 61.550762 106.144686 0.157490                        3          1   1
85  3 72.184768 20.731650 0.242963                         3          1   1
86  3 76.682574 16.194481 0.240947                         3          1   1
87  3 60.524255 24.500992 0.065007                         3          1   1
88  3 82.432842 76.993267 0.179708                         3          1   1
89  3 27.419031 16.978290 0.011054                         3          1   1
90  3 14.798206 58.670037 0.096473                         3          1   1
91  3 96.733761 56.990635 0.177494                         3          1   1
92  3 101.257486 74.559678 0.166686                        3          1   1
93  3 2.743845 66.471320 0.137393                          3          1   1
94  3 48.692288 95.892723 0.066441                         3          1   1
95  3 12.454359 0.650967 0.232026                          3          1   1
96  3 47.532240 12.980558 0.008187                         3          1   1
97  3 38.146184 90.597515 0.014529                         3          1   1
98  3 40.798708 67.286790 0.227984                         3          1   1
99  3 101.618516 5.651856 0.156720                         3          1   1
100  3 95.421468 45.082543 0.236407                         3          1   1
101  3 13.578044 43.727855 0.003761                         3          1   1
102  3 110.575340 40.688345 0.236399                        3          1   1
103  3 42.426743 117.436657 0.051723                        3          1   1
104  3 111.502891 57.264375 0.181759                        3          1   1
105  3 70.079750 77.881971 0.192714                         3          1   1
106  3 37.824133 98.047874 0.011147                         3          1   1
107  3 113.048094 60.490217 0.085028                        3          1   1
108  3 3.052406 79.809609 0.068122                          3          1   1
109  3 104.572456 68.510071 0.191444                        3          1   1
110  3 50.912446 101.056445 0.198395                        3          1   1
111  3 95.517788 13.275955 0.016938                         3          1   1
112  3 72.310525 94.601243 0.225524                         3          1   1
113  3 67.052987 8.865951 0.004947                          3          1   1
114  3 118.850294 28.982329 0.011932                        3          1   1
115  3 93.034853 29.349918 0.127424                         3          1   1
116  3 84.161315 65.787436 0.214694                         3          1   1
117  3 37.688367 87.413645 0.006605                         3          1   1
118  3 94.993584 99.242286 0.233002                         3          1   1
119  3 71.137907 99.615304 0.006767                         3          1   1
120  3 78.653902 12.411998 0.064095                         3          1   1
121  3 21.631870 112.267532 0.245763                        3          1   1
122  3 74.783364 79.410936 0.231851                         3          1   1
123  3 54.447054 32.798474 0.007403                         3          1   1
124  3 30.418625 84.733651 0.122036                         3          1   1
125  3 28.050491 115.051178 0.164467                        3          1   1
126  3 67.272513 43.822710 0.003172                         3          1   1
127  3 18.571314 33.490846 0.031228                         3          1   1
128  3 72.635900 68.583434 0.241672                         3          1   1
129  3 44.494704 88.170670 0.115449                         3          1   1
130  3 62.338842 87.261479 0.195344                         3          1   1
131  3 65.343571 46.402674 0.142941                         3          1   1
132  3 13.379799 114.410401 0.157910                        3          1   1
133  3 100.609226 101.196205 0.216208                       3          1   1
134  3 1.534605 1.528944 0.156123                           3          1   1
135  3 103.848925 71.778073 0.141491                        3          1   1
136  3 21.376091 97.931063 0.128764                         3          1   1
137  3 39.188518 16.766601 0.066008                         3          1   1
138  3 6.702304 44.420703 0.081599                          3          1   1
139  3 60.884075 75.857644 0.165453                         3          1   1
140  3 56.974382 5.941732 0.013840                          3          1   1
141  3 94.926732 54.685833 0.113324                         3          1   1
142  3 100.199770 113.677060 0.003168                       3          1   1
143  3 81.540190 85.196399 0.108525                         3          1   1
144  3 117.488672 103.603176 0.232637                       3          1   1
145  3 82.380651 39.605118 0.160787                         3          1   1
146  3 5.762260 109.559215 0.074476                         3          1   1
147  3 78.265889 65.234137 0.004399                         3          1   1
148  3 69.618155 94.808369 0.100018                         3          1   1
149  3 11.669773 49.466308 0.238193                         3          1   1
150  3 70.260456 8.007474 0.012050                          3          1   1
151  3 97.028692 97.965505 0.230064                         3          1   1
152  3 63.063009 45.757282 0.190071                         3          1   1
153  3 78.552063 83.859291 0.129741                         3          1   1
154  3 106.632150 64.495279 0.164563                        3          1   1
155  3 0.600472 9.282470 0.143779                           3          1   1
156  3 45.261711 116.586705 0.011593                        3          1   1
157  3 42.369439 68.499759 0.058983                         3          1   1
158  3 92.901634 60.267319 0.094061                         3          1   1
159  3 88.271233 11.969433 0.245623                         3          1   1
160  3 42.190930 47.769079 0.140425                         3          1   1
161  3 18.540031 115.446747 0.054567                        3          1   1
162  3 63.456797 65.065601 0.088932                         3          1   1
163  3 56.650535 85.422325 0.217081                         3          1   1
164  3 35.580785 28.842742 0.247363                         3          1   1
165  3 105.175844 52.915147 0.041762                        3          1   1
166  3 16.991973 38.725333 0.013933                         3          1   1
167  3 17.014556 41.291268 0.249767                         3          1   1
168  3 96.128564 50.588762 0.115829                         3          1   1
169  3 14.812039 27.172350 0.141181                         3          1   1
170  3 79.831642 14.537760 0.057099                         3          1   1
171  3 14.796859 99.977082 0.199218                         3          1   1
172  3 24.850151 50.545030 0.040514                         3          1   1
173  3 3.564905 98.326333 0.244257                          3          1   1
174  3 102.637838 91.039182 0.243623                        3          1   1
175  3 23.705351 63.925523 0.085121                         3          1   1
176  3 1.550749 84.873286 0.009961                          3          1   1
177  3 72.085900 50.811464 0.245653                         3          1   1
178  3 4.691825 97.045691 0.180270                          3          1   1
179  3 0.556163 26.432872 0.208703                          3          1   1
180  3 57.017235 90.287086 0.234420                         3          1   1
181  3 56.622247 20.293157 0.249358                         3          1   1
182  3 106.876343 101.397349 0.127897                       3          1   1
183  3 45.693416 37.422522 0.177949                         3          1   1
184  3 98.170788 44.954168 0.170030                         3          1   1
185  3 24.028612 30.012932 0.056805                         3          1   1
186  3 1.219321 33.117638 0.166700                          3          1   1
187  3 52.546144 108.141234 0.026747                        3          1   1
188  3 75.641066 22.323056 0.206393                         3          1   1
189  3 24.740381 114.245798 0.042314                        3          1   1
190  3 27.462294 71.585854 0.217365                         3          1   1
191  3 112.152544 12.523311 0.008446                        3          1   1
192  3 26.748168 14.837937 0.012164                         3          1   1
193  3 39.574487 49.901275 0.069998                         3          1   1
194  3 54.899562 8.285387 0.018692                          3          1   1
195  3 64.049109 118.976490 0.144358                        3          1   1
196  3 21.561492 115.023820 0.149926                        3          1   1
197  3 94.133021 16.264943 0.178042                         3          1   1
198  3 67.399760 2.510989 0.217321                          3          1   1
199  3 11.032104 106.208071 0.007024                        3          1   1
200  3 109.963423 0.397187 0.204101                         3          1   1
201  3 70.876083 19.493271 0.136763                         3          1   1
202  3 39.576109 40.063804 0.169031                         3          1   1
203  3 36.883101 104.307327 0.002304                        3          1   1
204  3 31.383947 75.458655 0.049307                         3          1   1
205  3 42.421640 57.062500 0.181659                         3          1   1
206  3 107.545661 96.456670 0.017194                        3          1   1
207  3 59.351426 14.274686 0.047445                         3          1   1
208  3 110.472670 72.688333 0.138377                        3          1   1
209  3 38.854128 76.046380 0.103219                         3          1   1
210  3 64.459840 63.080726 0.126768                         3          1   1
211  3 2.899862 59.023299 0.126928                          3          1   1
212  3 63.500831 27.666466 0.225898                         3          1   1
213  3 43.401934 107.939590 0.139692                        3          1   1
214  3 11.221214 108.790391 0.239362                        3          1   1
215  3 108.933101 107.862350 0.189552                       3          1   1
216  3 116.355545 93.132602 0.012501                        3          1   1
217  3 84.387470 7.437610 0.098086                          3          1   1
218  3 7.092666 79.986762 0.054504                          3          1   1
219  3 18.904507 39.954469 0.229841                         3          1   1
220  3 46.853792 8.712062 0.130091                          3          1   1
221  3 5.660585 5.501878 0.176939                           3          1   1
222  3 2.178712 7.131963 0.221915                           3          1   1
223  3 65.471839 117.366418 0.091781                        3          1   1
224  3 118.741969 53.966099 0.136657                        3          1   1
225  3 60.275663 102.112762 0.203183                        3          1   1
226  3 32.838291 10.688831 0.058722                         3          1   1
227  3 43.721269 52.037450 0.240452                         3          1   1
228  3 14.521414 61.698923 0.229551                         3          1   1
229  3 118.798821 12.691334 0.112134                        3          1   1
230  3 64.675832 92.045554 0.031161                         3          1   1
231  3 72.452240 32.118736 0.117201                         3          1   1
232  3 70.891323 4.645505 0.224250                          3          1   1
233  3 15.319302 89.107700 0.182485                         3          1   1
234  3 54.411765 35.132924 0.171777                         3          1   1
235  3 84.742064 71.526723 0.225458                         3          1   1
236  3 117.804447 1.093464 0.151284                         3          1   1
237  3 92.509658 89.911881 0.203316                         3          1   1
238  3 78.105643 70.909397 0.087702                         3          1   1
239  3 5.171164 10.623468 0.004986                          3          1   1
240  3 51.926154 14.795401 0.123011                         3          1   1
241  3 47.387864 73.493941 0.056428                         3          1   1
242  3 71.647507 109.150004 0.249943                        3          1   1
243  3 24.278509 36.090654 0.129737                         3          1   1
244  3 82.311999 101.567841 0.149770                        3          1   1
245  3 87.557775 28.788845 0.006836                         3          1   1
246  3 40.044316 79.884075 0.241073                         3          1   1
247  3 97.659769 70.216995 0.017394                         3          1   1
248  3 80.457095 78.609645 0.210325                         3          1   1
249  3 116.652914 70.831497 0.090208                        3          1   1
250  3 65.061652 48.104337 0.221797                         3          1   1
251  3 77.311375 17.138392 0.148043                         3          1   1
252  3 111.645311 74.898593 0.243887                        3          1   1
253  3 59.762161 68.949624 0.188707                         3          1   1
254  3 74.292504 91.282557 0.167950                         3          1   1
255  3 117.060008 87.374440 0.062544                        3          1   1
256  3 16.322947 20.674529 0.082201                         3          1   1
257  3 100.215115 49.846798 0.189938                        3          1   1
258  3 86.851792 59.439552 0.140726                         3          1   1
259  3 46.285951 73.472076 0.016758                         3          1   1
260  3 118.811776 62.861183 0.033218                        3          1   1
261  3 38.984050 32.223662 0.243392                         3          1   1
262  3 102.654245 104.121639 0.135536                       3          1   1
263  3 90.234429 82.653897 0.029058                         3          1   1
264  3 69.113742 57.276236 0.300325                         3          1   1
265  3 31.590703 64.597248 0.022918                         3          1   1
266  3 14.705986 15.304500 0.006448                         3          1   1
267  3 39.748127 84.171334 0.207410                         3          1   1
268  3 102.899818 83.659494 0.188093                        3          1   1
269  3 50.058293 85.766158 0.118645                         3          1   1
270  3 63.642143 67.312210 0.111620                         3          1   1
271  3 45.305491 80.085384 0.069126                         3          1   1
272  3 44.882289 25.256615 0.247636                         3          1   1
273  3 72.591492 112.323704 0.161586                        3          1   1
274  3 13.000658 91.787291 0.112604                         3          1   1
275  3 26.797078 5.591244 0.177856                          3          1   1
276  3 62.899615 89.097223 0.158395                         3          1   1
277  3 32.311170 51.460559 0.215735                         3          1   1
278  3 38.964696 28.529153 0.058567                         3          1   1
279  3 45.288213 54.960306 0.205436                         3          1   1
280  3 100.476377 17.043120 0.245891                        3          1   1
281  3 21.927483 75.198806 0.207368                         3          1   1
282  3 21.795214 64.207641 0.173460                         3          1   1
283  3 41.083221 7.293255 0.171942                          3          1   1
284  3 8.299717 44.533264 0.203025                          3          1   1
285  3 103.683335 64.707968 0.002512                        3          1   1
286  3 102.125679 73.343087 0.237554                        3          1   1
287  3 91.104746 24.029865 0.001697                         3          1   1
288  3 0.457743 0.029405 0.038339                           3          1   1
289  3 11.524524 0.056748 0.106661                          3          1   1
290  3 44.293253 21.704534 0.004955                         3          1   1
291  3 37.937445 30.509711 0.006683                         3          1   1
292  3 90.990473 46.404272 0.169431                         3          1   1
293  3 3.897492 115.480197 0.009767                         3          1   1
294  3 46.476326 108.343196 0.180595                        3          1   1
295  3 24.042720 14.890298 0.102167                         3          1   1
296  3 107.273339 21.582596 0.135167                        3          1   1
297  3 83.714169 5.870576 0.191854                          3          1   1
298  3 16.395973 12.203796 0.022491                         3          1   1
299  3 77.708974 93.042250 0.207184                         3          1   1
300  3 107.919869 117.263539 0.132811                       3          1   1
301  3 48.852328 22.667051 0.192540                         3          1   1
302  3 93.919462 96.475337 0.031161                         3          1   1
303  3 85.865047 73.853899 0.243462                         3          1   1
304  3 110.071735 77.755457 0.238298                        3          1   1
305  3 100.140757 36.755024 0.221986                        3          1   1
306  3 78.229855 38.557682 0.061233                         3          1   1
307  3 61.657218 46.290739 0.030741                         3          1   1
308  3 75.694533 110.701870 0.192668                        3          1   1
309  3 70.550662 30.336496 0.234077                         3          1   1
310  3 112.343874 1.890783 0.018717                         3          1   1
311  3 95.333068 107.628454 0.023573                        3          1   1
312  3 84.939446 108.844583 0.166869                        3          1   1
313  3 61.663978 4.287298 0.108944                          3          1   1
314  3 41.275019 97.395032 0.062171                         3          1   1
315  3 74.867681 40.588409 0.219341                         3          1   1
316  3 6.191972 114.645292 0.229977                         3          1   1
317  3 85.598517 67.615727 0.009574                         3          1   1
318  3 116.403695 104.392269 0.053796                       3          1   1
319  3 118.981585 114.710020 0.027633                       3          1   1
320  3 67.541158 81.413023 0.121856                         3          1   1
321  3 85.306050 31.084100 0.249452                         3          1   1
322  3 116.575426 4.397908 0.019020                         3          1   1
323  3 44.278546 4.949574 0.165288                          3          1   1
324  3 6.718405 99.388992 0.214416                          3          1   1
325  3 2.833554 104.404165 0.000062                         3          1   1
326  3 97.892720 72.423804 0.193006                         3          1   1
327  3 19.826542 27.966949 0.149133                         3          1   1
328  3 1.080494 59.292137 0.145284                          3          1   1
329  3 67.825372 77.508013 0.034425                         3          1   1
330  3 6.340596 71.082672 0.121390                          3          1   1
331  3 19.195590 94.254697 0.023732                         3          1   1
332  3 32.003396 58.628204 0.233453                         3          1   1
333  3 113.950364 46.938458 0.171935                        3          1   1
334  3 100.130320 42.896149 0.009205                        3          1   1
335  3 100.544870 1.384532 0.027044                         3          1   1
336  3 115.587766 46.830928 0.017823                        3          1   1
337  3 44.355948 20.371642 0.135765                         3          1   1
338  3 67.312372 32.248027 0.034841                         3          1   1
339  3 78.599346 49.971195 0.001498                         3          1   1
340  3 112.088439 9.555406 0.188841                         3          1   1
341  3 86.561160 27.704235 0.056934                         3          1   1
342  3 24.403024 99.997244 0.237129                         3          1   1
343  3 103.823380 109.576802 0.102968                       3          1   1
344  3 33.865329 73.183596 0.137972                         3          1   1
345  3 11.341542 33.178374 0.060915                         3          1   1
346  3 28.573571 100.039807 0.146858                        3          1   1
347  3 55.047549 14.280677 0.082895                         3          1   1
348  3 80.682414 36.128722 0.161021                         3          1   1
349  3 62.934716 49.619229 0.057997                         3          1   1
350  3 95.843435 89.302649 0.112869                         3          1   1
351  3 92.451669 5.801239 0.127757                          3          1   1
352  3 19.741896 49.191818 0.175331                         3          1   1
353  3 49.925788 103.513166 0.246510                        3          1   1
354  3 41.972669 24.186240 0.226477                         3          1   1
355  3 49.463644 31.596728 0.136416                         3          1   1
356  3 58.289091 57.744106 0.199437                         3          1   1
357  3 43.230671 82.792538 0.021709                         3          1   1
358  3 66.937879 95.803224 0.124005                         3          1   1
359  3 72.354339 56.266473 0.141580                         3          1   1
360  3 42.543938 110.862370 0.052650                        3          1   1
361  3 61.729706 11.813309 0.148473                         3          1   1
362  3 35.604241 100.798815 0.065034                        3          1   1
363  3 17.053046 83.035455 0.037170                         3          1   1
364  3 44.370570 53.477314 0.040386                         3          1   1
365  3 33.831542 90.351067 0.158387                         3          1   1
366  3 6.297474 85.580370 0.214242                          3          1   1
367  3 97.375488 64.049237 0.134850                         3          1   1
368  3 80.979998 116.893166 0.016744                        3          1   1
369  3 5.644801 78.885889 0.153244                          3          1   1
370  3 44.115236 91.374620 0.248952                         3          1   1
371  3 76.337327 1.594285 0.185295                          3          1   1
372  3 48.522287 50.597517 0.200376                         3          1   1
373  3 82.038438 35.589478 0.021435                         3          1   1
374  3 17.648461 102.707674 0.145388                        3          1   1
375  3 40.444463 48.992124 0.164779                         3          1   1
376  3 60.529079 27.206700 0.136329                         3          1   1
377  3 54.073621 30.015877 0.139202                         3          1   1
378  3 115.554569 115.661785 0.133302                       3          1   1
379  3 97.904863 91.578189 0.155198                         3          1   1
380  3 47.661020 110.864955 0.249510                        3          1   1
381  3 69.022493 21.586564 0.241269                         3          1   1
382  3 27.346666 57.569256 0.217653                         3          1   1
383  3 103.056031 108.745768 0.164293                       3          1   1
384  3 108.859494 20.678658 0.216486                        3          1   1
385  3 16.817982 10.940068 0.120210                         3          1   1
386  3 34.271287 23.298159 0.155081                         3          1   1
387  3 30.799465 92.868049 0.152878                         3          1   1
388  3 23.115799 68.246083 0.043967                         3          1   1
389  3 40.890271 69.486419 0.156197                         3          1   1
390  3 59.694687 93.286671 0.209345                         3          1   1
391  3 13.548713 14.981639 0.187378                         3          1   1
392  3 8.550588 59.002041 0.104657                          3          1   1
393  3 66.538979 98.160677 0.164781                         3          1   1
394  3 70.689627 48.364208 0.113868                         3          1   1
395  3 31.155321 49.979240 0.166489                         3          1   1
396  3 71.271667 53.847423 0.175613                         3          1   1
397  3 58.061088 54.474820 0.133517                         3          1   1
398  3 77.626219 59.793530 0.215743                         3          1   1
399  3 81.456867 31.178784 0.093837                         3          1   1
400  3 35.025182 47.198120 0.178828                         3          1   1
401  3 55.739537 67.705989 0.245510                         3          1   1
402  3 1.976720 101.902454 0.137995                         3          1   1
403  3 25.019924 25.556942 0.145306                         3          1   1
404  3 37.215234 58.780700 0.063599                         3          1   1
405  3 77.135774 20.522745 0.131839                         3          1   1
406  3 30.775980 105.843709 0.006857                        3          1   1
407  3 10.440082 65.297601 0.001020                         3          1   1
408  3 15.963853 108.968665 0.005587                        3          1   1
409  3 61.597883 94.797602 0.158184                         3          1   1
410  3 88.332640 105.556547 0.133780                        3          1   1
411  3 0.927539 16.419386 0.245642                          3          1   1
412  3 54.254937 25.688249 0.245920                         3          1   1
413  3 83.718437 30.232590 0.205215                         3          1   1
414  3 51.889687 45.009643 0.308854                         3          1   1
415  3 59.782299 87.035822 0.024031                         3          1   1
416  3 10.209881 77.562629 0.195501                         3          1   1
417  3 47.023573 16.792790 0.122696                         3          1   1
418  3 52.915251 87.193227 0.005574                         3          1   1
419  3 110.873434 2.522657 0.225679                         3          1   1
420  3 107.806906 33.745107 0.237294                        3          1   1
421  3 95.274979 94.507067 0.075472                         3          1   1
422  3 67.193036 17.838522 0.188983                         3          1   1
423  3 59.281421 107.826777 0.092914                        3          1   1
424  3 63.712745 55.806728 0.235658                         3          1   1
425  3 107.915503 111.421551 0.143401                       3          1   1
426  3 88.930983 59.088155 0.245083                         3          1   1
427  3 33.946473 5.833157 0.135739                          3          1   1
428  3 72.628093 115.242143 0.198966                        3          1   1
429  3 56.844946 3.320514 0.186986                          3          1   1
430  3 77.611967 34.507271 0.186153                         3          1   1
431  3 16.631402 92.100758 0.249827                         3          1   1
432  3 105.753372 113.650871 0.104386                       3          1   1
433  3 102.918726 13.281941 0.209155                        3          1   1
434  3 55.481009 36.341948 0.246330                         3          1   1
435  3 30.864171 61.074438 0.016094                         3          1   1
436  3 21.612735 118.657681 0.073921                        3          1   1
437  3 3.865017 82.661598 0.005436                          3          1   1
438  3 98.805118 30.754910 0.011447                         3          1   1
439  3 87.429390 81.373381 0.141173                         3          1   1
440  3 93.955668 27.608248 0.038024                         3          1   1
441  3 42.695108 95.340072 0.072203                         3          1   1
442  3 44.811698 33.386452 0.223321                         3          1   1
443  3 49.657551 111.655907 0.001946                        3          1   1
444  3 112.358272 17.093588 0.117822                        3          1   1
445  3 37.735267 41.566721 0.241420                         3          1   1
446  3 2.124757 95.637917 0.156873                          3          1   1
447  3 90.976238 108.480188 0.016623                        3          1   1
448  3 57.373396 2.343767 0.236211                          3          1   1
449  3 40.442996 72.284757 0.066361                         3          1   1
450  3 51.021674 86.724980 0.013749                         3          1   1
451  3 10.793827 86.080426 0.071963                         3          1   1
452  3 112.024909 105.920788 0.090760                       3          1   1
453  3 114.965150 9.094151 0.243747                         3          1   1
454  3 103.974526 118.980810 0.244183                       3          1   1
455  3 7.451616 6.794385 0.006670                           3          1   1
456  3 99.990624 0.457917 0.238434                          3          1   1
457  3 43.200131 8.064986 0.167728                          3          1   1
458  3 63.321049 52.976359 0.125631                         3          1   1
459  3 77.711635 68.028660 0.241992                         3          1   1
460  3 116.016953 40.630902 0.208493                        3          1   1
461  3 25.392040 28.357724 0.113108                         3          1   1
462  3 102.617464 87.549446 0.007389                        3          1   1
463  3 95.902307 55.518492 0.164056                         3          1   1
464  3 115.479419 39.605014 0.032860                        3          1   1
465  3 43.475230 55.872260 0.121338                         3          1   1
466  3 72.292622 101.037592 0.207451                        3          1   1
467  3 47.940256 90.232740 0.064142                         3          1   1
468  3 19.942323 88.590948 0.204803                         3          1   1
469  3 90.564351 102.935514 0.060035                        3          1   1
470  3 0.614326 8.138373 0.072231                           3          1   1
471  3 46.680426 77.253312 0.060068                         3          1   1
472  3 15.571861 69.733385 0.001189                         3          1   1
473  3 52.186615 53.898392 0.220328                         3          1   1
474  3 70.323999 105.930317 0.211861                        3          1   1
475  3 102.690110 28.424059 0.133044                        3          1   1
476  3 58.693534 26.883559 0.227747                         3          1   1
477  3 27.464801 81.725702 0.034749                         3          1   1
478  3 116.510846 14.428243 0.035830                        3          1   1
479  3 56.798215 99.417578 0.187972                         3          1   1
480  3 97.364709 28.989184 0.247227                         3          1   1
481  3 107.321397 20.339629 0.002519                        3          1   1
482  3 18.618501 6.484555 0.113199                          3          1   1
483  3 33.054721 75.824608 0.110984                         3          1   1
484  3 71.810371 40.662579 0.215177                         3          1   1
485  3 99.999873 95.033992 0.085745                         3          1   1
486  3 16.264637 90.557135 0.014485                         3          1   1
487  3 90.916277 70.488977 0.045350                         3          1   1
488  3 23.238815 55.922392 0.158334                         3          1   1
489  3 10.531253 79.497425 0.244780                         3          1   1
490  3 92.567569 14.452895 0.149054                         3          1   1
491  3 45.969389 52.752706 0.006837                         3          1   1
492  3 80.024270 69.135604 0.219249                         3          1   1
493  3 12.506158 38.094414 0.001053                         3          1   1
494  3 41.814123 12.718287 0.131062                         3          1   1
495  3 94.947878 7.063735 0.023938                          3          1   1
496  3 92.704722 7.247773 0.229867                          3          1   1
497  3 57.223750 68.556878 0.038008                         3          1   1
498  3 9.715640 62.652154 0.248160                          3          1   1
499  3 81.389947 48.146109 0.108649                         3          1   1
500  3 9.266641 53.686217 0.155813                          3          1   1
501  3 28.764815 80.003244 0.216998                         3          1   1
502  3 39.373494 87.912876 0.216515                         3          1   1
503  3 60.937743 59.057256 0.273369                         3          1   1
504  3 16.831948 54.356954 0.156103                         3          1   1
505  3 90.026360 26.413393 0.144629                         3          1   1
506  3 79.723488 17.035187 0.002763                         3          1   1
507  3 96.735294 11.460817 0.245126                         3          1   1
508  3 42.235320 58.164876 0.033492                         3          1   1
509  3 54.660394 74.554014 0.245042                         3          1   1
510  3 108.185518 12.482138 0.031547                        3          1   1
511  3 86.041995 80.374786 0.224556                         3          1   1
512  3 70.469106 92.594563 0.139130                         3          1   1
513  3 4.038077 19.132702 0.237657                          3          1   1
514  3 50.112376 61.160856 0.105166                         3          1   1
515  3 114.970336 76.332458 0.037467                        3          1   1
516  3 56.337719 88.487907 0.165071                         3          1   1
517  3 56.205491 0.417213 0.022957                          3          1   1
518  3 101.884324 111.169172 0.246427                       3          1   1
519  3 110.479984 75.481783 0.004805                        3          1   1
520  3 107.456212 108.644295 0.245092                       3          1   1
521  3 75.624458 65.470497 0.074299                         3          1   1
522  3 93.287040 48.686229 0.205133                         3          1   1
523  3 106.410694 53.690406 0.187708                        3          1   1
524  3 107.489323 48.600894 0.115953                        3          1   1
525  3 34.590791 41.860275 0.134400                         3          1   1
526  3 25.352576 47.349495 0.167883                         3          1   1
527  3 1.212089 6.235314 0.080646                           3          1   1
