LAMMPS Description

1162  atoms
1162 ellipsoids
60  bonds
58  angles


2  atom types
2  bond types
3  angle types
0  dihedral types
0  improper types

0 120 xlo xhi
0 120 ylo yhi
0 0.5 zlo zhi

Masses

1 1.0  # D
2 1.0  # A

Atoms

1  2 87.180642 58.990348 -0.001948                 2             1   1
2  2 86.180963 59.015687 -0.001868                 2             1   1
3  2 85.181285 59.041025 -0.001789                 2             1   1
4  2 84.181606 59.066363 -0.001710                 2             1   1
5  2 83.181927 59.091702 -0.001630                 2             1   1
6  2 82.182248 59.117040 -0.001551                 2             1   1
7  2 81.182569 59.142379 -0.001471                 2             1   1
8  2 80.182890 59.167717 -0.001392                 2             1   1
9  2 79.183211 59.193055 -0.001312                 2             1   1
10 2 78.183532 59.218394 -0.001233                 2             1   1
11 2 77.183853 59.243732 -0.001153                 2             1   1
12 2 76.184174 59.269071 -0.001074                 2             1   1
13 2 75.184495 59.294409 -0.000995                 2             1   1
14 2 74.184816 59.319747 -0.000915                 2             1   1
15 2 73.185137 59.345086 -0.000836                 2             1   1
16 2 72.185459 59.370424 -0.000756                 2             1   1
17 2 71.185780 59.395763 -0.000677                 2             1   1
18 2 70.186101 59.421101 -0.000597                 2             1   1
19 2 69.186422 59.446439 -0.000518                 2             1   1
20 2 68.186743 59.471778 -0.000438                 2             1   1
21 2 67.187064 59.497116 -0.000359                 2             1   1
22 2 66.187385 59.522455 -0.000280                 2             1   1
23 2 65.187706 59.547793 -0.000200                 2             1   1
24 2 64.188027 59.573131 -0.000121                 2             1   1
25 2 63.188348 59.598470 -0.000041                 2             1   1
26 2 62.188669 59.623808 0.000038                  2             1   1
27 2 61.188990 59.649147 0.000118                  2             1   1
28 2 60.189311 59.674485 0.000197                  2             1   1
29 2 59.189632 59.699823 0.000277                  2             1   1
30 2 58.189954 59.725162 0.000356                  2             1   1
31 2 57.190275 59.750500 0.000435                  2             1   1
32 2 56.190596 59.775839 0.000515                  2             1   1
33 2 55.190917 59.801177 0.000594                  2             1   1
34 2 54.191238 59.826515 0.000674                  2             1   1
35 2 53.191559 59.851854 0.000753                  2             1   1
36 2 52.191880 59.877192 0.000833                  2             1   1
37 2 51.192201 59.902531 0.000912                  2             1   1
